nome;is_person;role_detail;role_group;numero_episodio;dubbing_type;imdb_nconst;nome_corretto_imdb;imdb_action
ALEXANDER LEHMANN;True;DAILY DRIVERS;Transportation Department;Dark S01E09;;;ALEXANDER LEHMANN;X
ANDREAS ULRICH;True;SET DEC DRIVERS;Transportation Department;Dark S01E09;;nm9238672;Andreas Ulrich;A
BRIAN MCENTYRE;True;Drivers;Transportation Department;Se7en;;nm0568513;Brian McEntyre;A
LARRY MARKET;True;Drivers;Transportation Department;Se7en;;nm0548387;Larry Market;A
MICHAEL W. MCCLURE;True;Drivers;Transportation Department;Se7en;;;MICHAEL W. MCCLURE;X
ALEX ALGOZZINO;True;Drivers;Transportation Department;Se7en;;nm0019339;Alex Algozzino;A
ALAN MYERS;True;Drivers;Transportation Department;Se7en;;;ALAN MYERS;X
GEORGE ALDEN;True;Drivers;Transportation Department;Se7en;;nm0017459;George Alden;A
MICHAEL R. MCENTYRE;True;Drivers;Transportation Department;Se7en;;;MICHAEL R. MCENTYRE;X
BONNIE ALDEN;True;Drivers;Transportation Department;Se7en;;nm0017445;Bonnie Alden;A
WAYNE STONE;True;Transportation Captain;Transportation Department;Se7en;;nm0832220;Wayne Stone;A
RUSSELL MCENTYRE;True;Transportation Coordinator;Transportation Department;Se7en;;nm0568519;Russell McEntyre;A
JOHN C. READE;True;Transportation Coordinators;Transportation Department;Apocalypse Now;;nm0713904;John Reade;M
JERRY A. OLIVERI;True;Drivers;Transportation Department;Se7en;;nm0647079;Jerry A. Oliveri;A
DENNIS HOLLIS;True;Transportation Coordinators;Transportation Department;Apocalypse Now;;nm0391186;Dennis Hollis;A
Benoit LIMIER;True;Chauffeur Déco;Transportation Department;Les Cordiers Juge et Flic S02E03;;nm0510774;Benoît Limier;A
ALEKSANDR LOGVINETS;True;Transport Captain;Transportation Department;Chernobyl S01E01;;;ALEKSANDR LOGVINETS;X
SASHA KUVSHYNOVA;True;Transport Assistant;Transportation Department;Chernobyl S01E01;;;SASHA KUVSHYNOVA;X
DAVID PRICE;True;Transportation Captain;Transportation Department;Hill Street Blues S01E13;;;DAVID PRICE;X
Michel NORMAN;True;Voiture Travelling;Transportation Department;Les Cordiers Juge et Flic S02E03;;;Michel NORMAN;X
ALEX BELKO;True;2nd Unit Transport Captain;Transportation Department;Chernobyl S01E01;;;ALEX BELKO;X
EVGEN OKSAMETNY;True;2nd Unit Action Vehicle Assistant;Transportation Department;Chernobyl S01E01;;;EVGEN OKSAMETNY;X
DMITRY KOKOREV;True;Transport Captain;Transportation Department;Chernobyl S01E01;;;DMITRY KOKOREV;X
BRADLEY SWEETMAN;True;Transport Coordinator;Transportation Department;Chernobyl S01E01;;nm0842345;Bradley Sweetman;A
EDDIE WIRTH;True;Drivers;Transportation Department;Se7en;;;EDDIE WIRTH;X
JOSEPH CAMPISE;True;Drivers;Transportation Department;Se7en;;nm0133079;Joseph Campise;A
PATRICK L. ELMENDORF;True;Drivers;Transportation Department;Se7en;;nm0255404;Patrick L. Elmendorf;A
EMMETT L. WILLIS;True;Drivers;Transportation Department;Se7en;;nm0932322;Emmett L. Willis;A
ROBERT T. WHITE;True;Drivers;Transportation Department;Se7en;;;ROBERT T. WHITE;X
JAMES A. LUNDIN;True;Drivers;Transportation Department;Se7en;;nm0526497;James A. Lundin;A
TOM WHELPLEY;True;Drivers;Transportation Department;Se7en;;nm0924093;Tom Whelpey;M
JUAN LOPEZ;True;Drivers;Transportation Department;Se7en;;;JUAN LOPEZ;X
RAYMUND VAN HOLTEN;True;Drivers;Transportation Department;Se7en;;;RAYMUND VAN HOLTEN;X
BOB LIMON;True;Drivers;Transportation Department;Se7en;;nm0510800;Bob Limon;A
GASTON TOUCHARD;True;Drivers;Transportation Department;Se7en;;nm0869483;Gaston Touchard;A
SERGIO OROSCO;True;Drivers;Transportation Department;Se7en;;nm0650499;Sergio Orozco;M
AL KAMINSKY;True;Drivers;Transportation Department;Se7en;;nm0436741;Alan Kaminsky;M
GARY J. JOHNSON;True;Drivers;Transportation Department;Se7en;;nm0425122;Gary J. Johnson;A
STEVE SURABIAN;True;Drivers;Transportation Department;Se7en;;nm0839524;Steve Surabian;A
JEFF J. HATTEM;True;Drivers;Transportation Department;Se7en;;nm0368817;Jeff J. Hattem;A
KEITH STEARNS;True;Drivers;Transportation Department;Se7en;;nm0824189;Keith Stearns;A
MARILYN TASSO;True;Transportation Office Asst.;Transportation Department;Fight Club;;nm0851003;Marilyn Tasso;A
DEWEY A. REED;True;Drivers;Transportation Department;Se7en;;nm0715385;Dewey A. Reed;A
BO FALCK;True;Drivers;Transportation Department;Se7en;;nm0265891;Bo Falck;A
SCOTT PIERSON;True;Drivers;Transportation Department;Se7en;;;SCOTT PIERSON;X
RANDY L. THIEDEMAN;True;Drivers;Transportation Department;Se7en;;nm0857866;Randy L. Thiedeman;A
ROBERT A. GASKILL;True;Drivers;Transportation Department;Se7en;;nm0309133;Robert Gaskill;M
CHARLES CLARK;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;;CHARLES CLARK;X
Giovanni Bove;True;Autisti;Transportation Department;Romanzo criminale S01E01;;nm3981429;Giovanni Bove;A
JURIJ TERIOSKIN;True;Action Vehicle Coordinator;Transportation Department;Chernobyl S01E01;;nm4720461;Jurij Terioskin;A
Luigi Fileni;True;Autisti;Transportation Department;Romanzo criminale S01E01;;nm3981238;Luigi Fileni;A
TIMOTHY J. WOOD;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm0940048;Timothy J. Wood;A
WILLIAM T. STUART;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm2671485;William T. Stuart;A
RICHARD NELSON, JR.;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm2673981;Richard Nelson Jr.;A
ROBERT MARSH;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm0550650;Robert Marsh;A
FRANCIS VOLPE;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm0901724;Francis Volpe;A
DAVID M. SALISBURY;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm1224854;David M. Salisbury;A
Stefano Rosati;True;Autisti;Transportation Department;La grande bellezza;;nm3045194;Stefano Rosati;A
Valentino De Simone;True;Autisti;Transportation Department;La grande bellezza;;nm4729365;Valentino De Simone;A
JAN LUO;True;2ND UNIT DRIVERS;Transportation Department;Dark S01E09;;nm1386084;Jan Luo;A
VASILIJ KAZAKEVIC;True;Transportation Captain;Transportation Department;Chernobyl S01E01;;;VASILIJ KAZAKEVIC;X
ZYDRUNAS SAPRANAUSKAS;True;Asst. Action Vehicle Coordinator;Transportation Department;Chernobyl S01E01;;nm11360556;Zydrunas Sapranauskas;A
Giuliano Troiano;True;Autisti;Transportation Department;La grande bellezza;;nm0873367;Giuliano Troiano;A
Mario Fileni;True;Autisti;Transportation Department;Romanzo criminale S01E01;;;Mario Fileni;X
TORSTEN PATEROK;True;2ND UNIT DRIVERS;Transportation Department;Dark S01E09;;nm2030541;Torsten Paterok;A
Roberto Nesi;True;Autisti;Transportation Department;La grande bellezza;;nm6180044;Roberto Nesi;A
SALVATORE CICCONE;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm1756787;Salvatore Cicone;M
Fabrizio Peduzzi;True;Autisti;Transportation Department;Romanzo criminale S01E01;;nm1280770;Fabrizio Peduzzi;A
Danilo Di Ruzza;True;Autisti;Transportation Department;La grande bellezza;;nm1552882;Danilo Di Ruzza;A
TOM MOYER;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;;TOM MOYER;X
SCOTT LIEBERZ;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm1755397;Scott Lieberz;A
JAMES F. KELLY;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;;JAMES F. KELLY;X
PAUL KANE;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm0437409;Paul Kane;A
DAINIUS AIDUKAS;True;Action Vehicle Mechanic;Transportation Department;Chernobyl S01E01;;;DAINIUS AIDUKAS;X
RUTA PUODZIUNAITE;True;Assistant Transport Coordinator;Transportation Department;Chernobyl S01E01;;nm11613874;Ruta Puodziunaite;A
EVALDAS DABASINSKAS;True;Transport Coordinator;Transportation Department;Chernobyl S01E01;;nm4066164;Evaldas Dabasinskas;A
Patrick Herbil;True;Chauffeur de production;Transportation Department;Amelie;;nm9653522;Patrick Herbil;A
JIM ALFONSO;True;Transportation Captains;Transportation Department;Fight Club;;nm0019166;Jim Alfonso;A
JOHN CANAVAN;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm0133612;John Canavan;A
FRANK ROUGHAN;True;Transportation Captains;Transportation Department;Fight Club;;nm0745643;Frank Roughan;A
SEBASTIAN ENNEN;True;2ND UNIT DRIVERS;Transportation Department;Dark S01E09;;;SEBASTIAN ENNEN;X
THOMAS F. MARSHALL;True;Transportation Captains;Transportation Department;Fight Club;;;THOMAS F. MARSHALL;X
DAVE ROBLING;True;Transportation Coordinator;Transportation Department;Fight Club;;nm0733405;Dave Robling;A
Ivano Poveromo;True;Capo Trasporti;Transportation Department;Romanzo criminale S01E01;;nm1277056;Ivano Poveromo;A
PETER CLORES;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm0167062;Peter Clores;A
CHEMA CASAL;True;Conductor Camión;Transportation Department;El desorden que dejas S01E03;;nm11625529;Chema Casal;A
JERRY FEATHERSTONE;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm1179913;Jerry Featherstone;A
STEVE BOYD;True;Transportation Coordinator;Transportation Department;Twin Peaks S01E03;;nm0101920;Steve Boyd;A
GREG VAN DYKE;True;Transportation Captain;Transportation Department;Twin Peaks S01E03;;nm0886730;Greg Van Dyke;A
MOE FITZGERALD;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;;MOE FITZGERALD;X
JOSEPH L. JOHNSON;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm2670043;Joseph L. Johnson;A
Carlo Nevola;True;Autisti;Transportation Department;La grande bellezza;;nm2150461;Carlo Nevola;A
THEODORE A. BROWN;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;;THEODORE A. BROWN;X
EDWARD BATTISTA;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;;EDWARD BATTISTA;X
HERB LIEBERZ;True;ms. winslet's driver;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm0509442;Herb Lieberz;A
JERRY MCMULLAN;True;mr. carrey's driver;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm0573400;Jerry McMullan;A
DEREK PASTURES;True;parking coordinator;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm0665174;Derek Pastures;A
Marco Ferreri;True;Autisti;Transportation Department;La grande bellezza;;nm2750673;Marco Ferreri;A
Stefano Ghersi;True;Autisti;Transportation Department;La grande bellezza;;nm5935531;Stefano Ghersi;A
Maurizio Angeli;True;Autisti;Transportation Department;La grande bellezza;;;Maurizio Angeli;X
MICHAEL C. EASTER;True;transportation co-captain;Transportation Department;Eternal Sunshine of the Spotless Mind;;;MICHAEL C. EASTER;X
WILLIAM K. GASKINS;True;transportation captain;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm0309156;William K. Gaskins;A
WILLIAM GORE, JR.;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm0929946;George Williams Jr.;M
DENNIS J. KELLY;True;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;nm1174806;Dennis Kelly;M
Éditions Gallimard;False;;Unknown;La grande bellezza;;;;
Luca Pignatelli;True;;Unknown;La grande bellezza;;nm12223137;Luca Pignatelli;A
Jacopo da Bassano;True;;Unknown;La grande bellezza;;;Jacopo da Bassano;X
Louis-Ferdinand Céline;True;per la citazione di “Voyage au bout de la nuit”;Unknown;La grande bellezza;;;Louis-Ferdinand Céline;X
Raffaello Sanzio;True;;Unknown;La grande bellezza;;;Raffaello Sanzio;X
Ernesto Ferrero;True;traduzione italiana di ;Unknown;La grande bellezza;;nm2046655;Ernesto Ferrero;A
Francesco Patriarca;True;;Unknown;La grande bellezza;;nm5272848;Francesco Petrarca;M
Carlo Lapucci;True;;Unknown;La grande bellezza;;;Carlo Lapucci;X
Marc Bruckert;True;Typo;Visual Effects;Amelie;;nm1363134;Marc Bruckert;A
Delphine Le Roch;True;Chargées de projets;Visual Effects;Amelie;;nm0494568;Delphine Le Roch;A
JOAQUÍN GUTIÉRREZ;True;Composición 2D;Visual Effects;El desorden que dejas S01E03;;nm4672731;Joaquín Gutiérrez;A
LAURA CAVIA;True;Composición 2D;Visual Effects;El desorden que dejas S01E03;;;LAURA CAVIA;X
ION SANZ;True;Artistas VFX;Visual Effects;El desorden que dejas S01E03;;nm2699256;Ion Saenz;M
BORIS RODRÍGUEZ;True;Artistas VFX;Visual Effects;El desorden que dejas S01E03;;nm12018741;Boris Rodríguez;A
PEDRO LARA;True;Artistas VFX;Visual Effects;El desorden que dejas S01E03;;nm2795321;Pedro Lara;A
FERNANDO GONZÁLEZ BOUZA;True;Artistas VFX;Visual Effects;El desorden que dejas S01E03;;nm12018740;Fernando González Bouza;A
ASÍS GÓMEZ;True;Artistas VFX;Visual Effects;El desorden que dejas S01E03;;nm10455470;Asís Gómez;A
VÍCTOR GARCÍA;True;Editor VFX;Visual Effects;El desorden que dejas S01E03;;nm4375636;Victor Garcia;A
ESTEBAN RODRÍGUEZ;True;Asistencia Supervisión VFX;Visual Effects;El desorden que dejas S01E03;;nm15858399;Esteban Rodríguez;A
PABLO LAMOSA;True;Asistencia Supervisión VFX;Visual Effects;El desorden que dejas S01E03;;nm5649696;Pablo Lamosa;A
Chiara Milita;True;Compositors;Visual Effects;La grande bellezza;;nm6173930;Chiara Milita;A
RICARDO G. ELIPE;True;Supervisor VFX;Visual Effects;El desorden que dejas S01E03;;nm0253680;Ricardo G. Elipe;A
Marco Tripodi;True;Compositors;Visual Effects;La grande bellezza;;nm4622038;Marco Tripodi;A
Duboi;False;Effets spéciaux numériques;Visual Effects;Amelie;;;;
Antoine Simkine;True;Producteur exécutif;Visual Effects;Amelie;;nm0799560;Antoine Simkine;A
Thomas Duval;True;Superviseur tournage;Visual Effects;Amelie;;;Thomas Duval;X
Edouard Valton;True;Directeur de production;Visual Effects;Amelie;;nm0885410;Edouard Valton;A
DARIO BASILE;True;Producción VFX;Visual Effects;El desorden que dejas S01E03;;nm5681393;Darío Basile;A
CURRO MUÑOZ;True;Supervisor Departamento VFX;Visual Effects;El desorden que dejas S01E03;;nm1685865;Curro Muñoz;A
Luca Della Grotta;True;Digital artist;Visual Effects;La grande bellezza;;nm3326136;Luca Della Grotta;A
LARA GÓMEZ DEL PULGAR;True;Coordinadora VFX;Visual Effects;El desorden que dejas S01E03;;nm11322033;Lara Gómez del Pulgar;A
Stefano Valente;True;Compositors;Visual Effects;La grande bellezza;;nm4621953;Stefano Valente;A
Xavier Fourmond;True;Chef de projet compositing;Visual Effects;Amelie;;nm0288435;Xavier Fourmond;A
Morgann Sagel;True;Graphistes 3D Matte painting;Visual Effects;Amelie;;nm1927195;Morgan Sagel;M
Véronique Zilberfain;True;Graphistes 3D Matte painting;Visual Effects;Amelie;;nm1382163;Veronique Zylberfain;M
Pierre Villette;True;Graphistes 3D Matte painting;Visual Effects;Amelie;;nm1222042;Pierre Villette;A
Enrico Barone;True;Coordinator;Visual Effects;La grande bellezza;;nm4771124;Enrico Barone;A
Marco Bersani;True;Compositors jr.;Visual Effects;La grande bellezza;;nm4158241;Marco Bersani;A
Giulia Cadeddu;True;Compositors jr.;Visual Effects;La grande bellezza;;nm5617205;Giulia Cadeddu;A
Lena Di Gennaro;True;Compositors jr.;Visual Effects;La grande bellezza;;nm5910028;Lena Di Gennaro;A
Stéphane Deverly;True;Recherche et développement;Visual Effects;Amelie;;nm0222403;Stephane Deverly;A
Pierfrancesco Fiorenza;True;Vfx producer;Visual Effects;Romanzo criminale S01E01;;nm3090090;Pierfrancesco Fiorenza;A
Raffaele Nappi;True;Vfx supervisor;Visual Effects;Romanzo criminale S01E01;;nm3090641;Raffaele Nappi;A
Olivier Tubach;True;Recherche et développement;Visual Effects;Amelie;;nm0875603;Olivier Tubach;A
Mauro Maccari;True;Vfx compositor;Visual Effects;Romanzo criminale S01E01;;nm3090063;Mauro Maccari;A
Rita Torchetti;True;Vfx compositor;Visual Effects;Romanzo criminale S01E01;;nm3090745;Rita Torchetti;A
Mauro Albanese;True;Vfx compositor;Visual Effects;Romanzo criminale S01E01;;nm3089803;Mauro Albanese;A
Roberto Ruffino;True;Compositors jr.;Visual Effects;La grande bellezza;;nm6181435;Roberto Ruffino;A
Paola Trisoglio;True;Vfx Supervisor & Producer;Visual Effects;Romanzo criminale S01E01;;nm0873140;Paola Trisoglio;A
Stefano Marinoni;True;Vfx Coordinator;Visual Effects;Romanzo criminale S01E01;;nm0547873;Stefano Marinoni;A
Federica Nisi;True;Digital Artist;Visual Effects;Romanzo criminale S01E01;;nm1283944;Federica Nisi;A
Laurent Clavier;True;Recherche et développement;Visual Effects;Amelie;;nm0165443;Laurent Clavier;A
Stéphanie Dargent;True;Graphistes 3D Matte painting;Visual Effects;Amelie;;nm1220549;Stéphanie Dargent;A
Séverine de Wever;True;ChargÈes de projets;Visual Effects;Amelie;;nm1222165;Séverine De Wever;A
Olivier Revillon;True;Graphistes 3D Matte painting;Visual Effects;Amelie;;nm1221632;Olivier Revillon;A
Bruno Le Provost;True;Graphistes 3D Matte painting;Visual Effects;Amelie;;nm0494555;Bruno Le Provost;A
Roberto Saba;True;Compositors;Visual Effects;La grande bellezza;;nm5291724;Roberto Saba;A
Amedeo Califano;True;Digital Artist;Visual Effects;Romanzo criminale S01E01;;nm1227092;Amedeo Califano;A
Rodolfo Migliari;True;supervisione effetti visivi;Visual Effects;La grande bellezza;;nm2922851;Rodolfo Migliari;A
Jean-Paul Rovela;True;Chef de projet 3D;Visual Effects;Amelie;;nm1292867;Jean-Paul Rovela;A
Marco Paccosi;True;Retouches Matador;Visual Effects;Amelie;;nm0655103;Marc Paccosi;M
Solenn Collignon;True;Retouches Matador;Visual Effects;Amelie;;nm1220493;Solena Collignon;M
Loïc Bouineau;True;Graphistes compositing 'Dutruc';Visual Effects;Amelie;;nm2993843;Loic Bouineau;A
André Brizard;True;Graphistes compositing 'Dutruc';Visual Effects;Amelie;;;André Brizard;X
Thierry Delobel;True;Graphistes compositing 'Dutruc';Visual Effects;Amelie;;nm0858034;Thierry Delobel;A
Stéphane Dittoo;True;Graphistes compositing 'Dutruc';Visual Effects;Amelie;;nm1661089;Stephane Dittoo;A
Alexandre Kolasinski;True;Graphistes compositing 'Dutruc';Visual Effects;Amelie;;nm1221075;Alexandre Kolasinski;A
Jeremy Le Roux;True;Graphistes compositing 'Dutruc';Visual Effects;Amelie;;;Jeremy Le Roux;X
Patricia Medjahed;True;Graphistes compositing 'Dutruc';Visual Effects;Amelie;;nm1432044;Patricia Medjahed;A
Georges Tornero;True;Graphistes compositing 'Dutruc';Visual Effects;Amelie;;nm1704402;Georges Tornero;A
Daniel Trujillo Chinchina;True;Graphistes compositing 'Dutruc';Visual Effects;Amelie;;;Daniel Trujillo Chinchina;X
Lucie Bories;True;Assistés de;Visual Effects;Amelie;;nm1634023;Lucie Bories;A
Leïla Dixmir;True;Assistés de;Visual Effects;Amelie;;;Leïla Dixmir;X
Yann Gonsard;True;Assistés de;Visual Effects;Amelie;;nm1769078;Yann Gonsard;A
Mathieu Le Meur;True;Assistés de;Visual Effects;Amelie;;nm2444567;Mathieu Le Meur;A
Jean-Marie Vives;True;Graphistes 3D Matte painting;Visual Effects;Amelie;;nm0900291;Jean-Marie Vives;A
Julien Janiszewski;True;Typo;Visual Effects;Amelie;;;Julien Janiszewski;X
STEFAN TISCHNER;True;VFX SUPERVISOR;Visual Effects;Dark S01E09;;nm1758527;Stefan Tischner;A
STEVE CALDWELL;True;digital compositors;Visual Effects;Eternal Sunshine of the Spotless Mind;;;STEVE CALDWELL;X
PATRICK LACHAUX;True;Digital Artists;Visual Effects;Fight Club;;nm1004571;Patrick Lachaux;A
FRANCOIS BOUDAILLE;True;Digital Artists;Visual Effects;Fight Club;;nm0099122;Francois Boudaille;A
OLIVIER CAUWET;True;Digital Artists;Visual Effects;Fight Club;;nm0146654;Olivier Cauwet;A
ERIC DELTOUR;True;Digital Artists;Visual Effects;Fight Club;;nm1004229;Eric Deltour;A
DAVID VERBEKE;True;CG Supervisors;Visual Effects;Fight Club;;nm1005125;David Verbeke;A
STEPHANE NAZE;True;CG Supervisors;Visual Effects;Fight Club;;nm0623408;Stephane Naze;A
CHRISTOPHE-OLIVIER DUPUIS;True;CG Supervisors;Visual Effects;Fight Club;;;CHRISTOPHE-OLIVIER DUPUIS;X
YANN BLONDEL;True;CG Supervisors;Visual Effects;Fight Club;;nm1004056;Yann Blondel;A
GEOFFREY NIQUET;True;CG Supervisors;Visual Effects;Fight Club;;nm0632538;Geoffrey Niquet;A
FRITZ ARCHER;True;Digital Effects Editor;Visual Effects;Fight Club;;;FRITZ ARCHER;X
CHRISTOPHER M. BURROWS;True;Rotoscoper;Visual Effects;Fight Club;;nm0123259;Christopher M. Burrows;A
ALEXANDER LEVENSON;True;Modeler;Visual Effects;Fight Club;;nm0505258;Alexander Levenson;A
JOHN SICZEWICZ;True;Senior Digital Artist;Visual Effects;Fight Club;;nm0796465;John Siczewicz;A
IRKA B. SENG;True;Digital Effects Coordinator;Visual Effects;Fight Club;;nm0784245;Irka B. Seng;A
CHRISTOPHER SCOLLARD;True;Senior Digital Effects Producer;Visual Effects;Fight Club;;nm0778655;Christopher Scollard;A
DAVE WALVOORD;True;Senior Lighting & Effects Artist;Visual Effects;Fight Club;;nm0910622;Dave Walvoord;A
SUZANNE MITUS;True;Translite Matte Painter;Visual Effects;Fight Club;;;SUZANNE MITUS;X
MICHAEL DOUGLAS MIDDLETON;True;Visual Effects Still Photographer;Visual Effects;Fight Club;;nm0585542;Michael Douglas Middleton;A
LESLIE McMINN;True;Visual Effects Assistant;Visual Effects;Fight Club;;;LESLIE McMINN;X
CAREY LEN SMITH;True;Visual Effects Post Producer;Visual Effects;Fight Club;;;CAREY LEN SMITH;X
ROBIN D'ARCY;True;Visual Effects Producer;Visual Effects;Fight Club;;;ROBIN D'ARCY;X
KEVIN TOD HAUG;True;Visual Effects Supervisor;Visual Effects;Fight Club;;nm0369265;Kevin Tod Haug;A
BIANCA BURGESS;True;Matchmove;Visual Effects;Chernobyl S01E01;;;BIANCA BURGESS;X
CONNOR KITTO;True;Matchmove Supervisor;Visual Effects;Chernobyl S01E01;;nm5147351;Connor Kitto;A
ALBA SANCHEZ-SERRANO GONZALEZ;True;Prep;Visual Effects;Chernobyl S01E01;;;ALBA SANCHEZ-SERRANO GONZALEZ;X
JACK PHILLIPS;True;Roto/Prep Supervisors;Visual Effects;Chernobyl S01E01;;nm4673241;Jack Phillips;A
TERRY TSANG;True;Roto/Prep Supervisors;Visual Effects;Chernobyl S01E01;;nm5093768;Terry Tsang;A
PENELOPE VANDECAVE;True;Digital Artists;Visual Effects;Fight Club;;;PENELOPE VANDECAVE;X
