nome;is_person;role_detail;role_group;numero_episodio;normalized_name;normalized_name_with_nickname;imdb_nconst_88;nome_corretto_imdb_88;imdb_action_88;imdb_nconst_90;nome_corretto_imdb_90;imdb_action_90;imdb_nconst_92;nome_corretto_imdb_92;imdb_action_92;imdb_nconst_94;nome_corretto_imdb_94;imdb_action_94;imdb_nconst_96;nome_corretto_imdb_96;imdb_action_96;imdb_nconst_98;nome_corretto_imdb_98;imdb_action_98;imdb_nconst_99;nome_corretto_imdb_99;imdb_action_99;HUMAN nome imdb corretto;HUMAN codice imdb corretto
Cinefinance - Andrea Zoso e Bruno della Ragione;FALSE;si ringraziano;Miscellaneous Companies;La grande bellezza;cinefinance andrea zoso e bruno della ragione;;;;;;;;;;;;;;;;;;;;;;;;
Gaga Altieri;FALSE;Per i costumi;Miscellaneous Companies;La grande bellezza;gaga altieri;;;;;;;;;;;;;;;;;;;;;;;;
Cine800;FALSE;Arredamento;Miscellaneous Companies;La grande bellezza;cine800;;;;;;;;;;;;;;;;;;;;;;;;
Cielo e Terra Catering;FALSE;Catering;Miscellaneous Companies;La grande bellezza;cielo e terra catering;;;;;;;;;;;;;;;;;;;;;;;;
Apple Inc.;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza;apple inc;;;;;;;;;;;;;;;;;;;;;;;;
TODD-AO/GLEN GLENN STUDIOS;FALSE;Post Production Sound & Sound Effects by;Miscellaneous Companies;Twin Peaks S01E03;todd ao glen glenn studios;;;;;;;;;;;;;;;;;;;;;;;;
ARDSU - Azienda Regionale per la Difesa del Suolo;FALSE;si ringraziano inoltre;Miscellaneous Companies;La grande bellezza;ardsu azienda regionale per la difesa del suolo;;;;;;;;;;;;;;;;;;;;;;;;
Arredamenti Cineteatrali GRP di Renato Postiglione&c;FALSE;Arredamento;Miscellaneous Companies;La grande bellezza;arredamenti cineteatrali grp di renato postiglione c;;;;;;;;;;;;;;;;;;;;;;;;
Arredolegno 2008;FALSE;Arredamento;Miscellaneous Companies;La grande bellezza;arredolegno 2008;;;;;;;;;;;;;;;;;;;;;;;;
Artforum;FALSE;Si ringraziano;Miscellaneous Companies;La grande bellezza;artforum;;;;;;;;;;;;;;;;;;;;;;;;
Assitalia - Studio Donati;FALSE;Assicurazione;Miscellaneous Companies;La grande bellezza;assitalia studio donati;;;;;;;;;;;;;;;;;;;;;;;;
Associazione Archivi Guttuso;FALSE;Si ringraziano;Miscellaneous Companies;La grande bellezza;associazione archivi guttuso;;;;;;;;;;;;;;;;;;;;;;;;
Gabinetto del Sindaco di Roma Capitale;FALSE;si ringraziano inoltre;Miscellaneous Companies;La grande bellezza;gabinetto del sindaco di roma capitale;;;;;;;;;;;;;;;;;;;;;;;;
B.T. N. srl;FALSE;Costruzioni;Miscellaneous Companies;La grande bellezza;b t n srl;;;;;;;;;;;;;;;;;;;;;;;;
Frieze;FALSE;Si ringraziano;Miscellaneous Companies;La grande bellezza;frieze;;;;;;;;;;;;;;;;;;;;;;;;
Bellaria Design;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza;bellaria design;;;;;;;;;;;;;;;;;;;;;;;;
Boglioli;FALSE;Per i costumi;Miscellaneous Companies;La grande bellezza;boglioli;;;;;;;;;;;;;;;;;;;;;;;;
Bose;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza;bose;;;;;;;;;;;;;;;;;;;;;;;;
Bottega d'Alice;FALSE;Sartorie;Miscellaneous Companies;La grande bellezza;bottega d alice;;;;;;;;;;;;;;;;;;;;;;;;
Brandani Gift Group;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza;brandani gift group;;;;;;;;;;;;;;;;;;;;;;;;
Broggi 1818;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza;broggi 1818;;;;;;;;;;;;;;;;;;;;;;;;
Maison SAINT PHILIPPE;FALSE;;Miscellaneous Companies;Amelie;maison saint philippe;;;;;;;;;;;;;;;;;;;;;;;;
C.S. Cinematografica Stiffi;FALSE;Trasporti;Miscellaneous Companies;La grande bellezza;c s cinematografica stiffi;;;;;;;;;;;;;;;;;;;;;;;;
Caffe Toraldo;FALSE;si ringraziano inoltre;Miscellaneous Companies;La grande bellezza;caffe toraldo;;;;;;;;;;;;;;;;;;;;;;;;
Campeggi srl;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza;campeggi srl;;;;;;;;;;;;;;;;;;;;;;;;
Cappelli Marzi Firenze;FALSE;Per i costumi;Miscellaneous Companies;La grande bellezza;cappelli marzi firenze;;;;;;;;;;;;;;;;;;;;;;;;
BALTIC FILM SERVICES;FALSE;Production Services in Lithuania provided by;Miscellaneous Companies;Chernobyl S01E01;baltic film services;;;;;;;;;;;;;;;;;;;;;;;;
Ceramica Artistica Solimene Vincenzo srl;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza;ceramica artistica solimene vincenzo srl;;;;;;;;;;;;;;;;;;;;;;;;
Framinia;FALSE;Sicurezza sul lavoro;Miscellaneous Companies;La grande bellezza;framinia;;;;;;;;;;;;;;;;;;;;;;;;
FP Group;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza;fp group;;;;;;;;;;;;;;;;;;;;;;;;
Foto Scala, Firenze;FALSE;;Miscellaneous Companies;La grande bellezza;foto scala firenze;;;;;;;;;;;;;;;;;;;;;;;;
Cine ARS;FALSE;Arredamento;Miscellaneous Companies;La grande bellezza;cine ars;;;;;;;;;;;;;;;;;;;;;;;;
THE OTHER BROTHERS;FALSE;Score Co-Produced by;Miscellaneous Companies;Fight Club;the other brothers;;;;;;;;;;;;;;;;;;;;;;;;
MOVIETONE;FALSE;Archive Sources;Miscellaneous Companies;The World At War S01E03;movietone;;;;;;;;;;;;;;;;;;;;;;;;
THE DUST BROTHERS;FALSE;Music By;Miscellaneous Companies;Fight Club;the dust brothers;;;;;;;;;;;;;;;;;;;;;;;;
Parco Nazionale Arcipelago Toscano;FALSE;si ringraziano inoltre;Miscellaneous Companies;La grande bellezza;parco nazionale arcipelago toscano;;;;;;;;;;;;;;;;;;;;;;;;
POLYGRAM;FALSE;A division of;Miscellaneous Companies;Se7en;polygram;;;;;;;;;;;;;;;;;;;;;;;;
Le Commissariat Central du XVIIIe et M. Anicet;FALSE;;Miscellaneous Companies;Amelie;le commissariat central du xviiie et m anicet;;;;;;;;;;;;;;;;;;;;;;;;
Panorama;FALSE;Si ringraziano;Miscellaneous Companies;La grande bellezza;panorama;;;;;;;;;;;;;;;;;;;;;;;;
R.G.H. PUBLISHING;FALSE;;Miscellaneous Companies;Se7en;r g h publishing;;;;;;;;;;;;;;;;;;;;;;;;
Société Omega;FALSE;;Miscellaneous Companies;Amelie;société omega;;;;;;;;;;;;;;;;;;;;;;;;
Société Castres-Donabedian;FALSE;;Miscellaneous Companies;Amelie;société castres donabedian;;;;;;;;;;;;;;;;;;;;;;;;
Panizza Cappelli;FALSE;Per i costumi;Miscellaneous Companies;La grande bellezza;panizza cappelli;;;;;;;;;;;;;;;;;;;;;;;;
SGAC Bellan;FALSE;Assurances;Miscellaneous Companies;Amelie;sgac bellan;;;;;;;;;;;;;;;;;;;;;;;;
Panini spa;FALSE;Si ringraziano;Miscellaneous Companies;La grande bellezza;panini spa;;;;;;;;;;;;;;;;;;;;;;;;
Palazzi Service;FALSE;Auto di scena;Miscellaneous Companies;La grande bellezza;palazzi service;;;;;;;;;;;;;;;;;;;;;;;;
Les Deux Moulins, ;FALSE;;Miscellaneous Companies;Amelie;les deux moulins;;;;;;;;;;;;;;;;;;;;;;;;
Obor;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza;obor;;;;;;;;;;;;;;;;;;;;;;;;
REED REFERENCE PUBLISHING;FALSE;;Miscellaneous Companies;Se7en;reed reference publishing;;;;;;;;;;;;;;;;;;;;;;;;
KODAK;FALSE;;Miscellaneous Companies;Fight Club;kodak;;;;;;;;;;;;;;;;;;;;;;;;
Koka Media/Killer Tracks;FALSE;Courtesy of;Miscellaneous Companies;Fight Club;koka media killer tracks;;;;;;;;;;;;;;;;;;;;;;;;
KONA CUTTING;FALSE;Negative Cutter;Miscellaneous Companies;Fight Club;kona cutting;;;;;;;;;;;;;;;;;;;;;;;;
Mousse;FALSE;Si ringraziano;Miscellaneous Companies;La grande bellezza;mousse;;;;;;;;;;;;;;;;;;;;;;;;
TECHNICOLOR;FALSE;;Miscellaneous Companies;Apocalypse Now;technicolor;;;;;;;;;;;;;;;;;;;;;;;;
TECHNOVISION;FALSE;Filmed in;Miscellaneous Companies;Apocalypse Now;technovision;;;;;;;;;;;;;;;;;;;;;;;;
Misano smoking;FALSE;Sartorie;Miscellaneous Companies;La grande bellezza;misano smoking;;;;;;;;;;;;;;;;;;;;;;;;
Ministero per i Beni e le Attività Culturali;FALSE;si ringraziano inoltre;Miscellaneous Companies;La grande bellezza;ministero per i beni e le attività culturali;;;;;;;;;;;;;;;;;;;;;;;;
MicroMega;FALSE;Si ringraziano;Miscellaneous Companies;La grande bellezza;micromega;;;;;;;;;;;;;;;;;;;;;;;;
Messulam;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza;messulam;;;;;;;;;;;;;;;;;;;;;;;;
M. Dietrich, Inc.;FALSE;Courtesy of;Miscellaneous Companies;Fight Club;m dietrich inc;;;;;;;;;;;;;;;;;;;;;;;;
Meeting Chairs – design Laurence Humier;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza;meeting chairs design laurence humier;;;;;;;;;;;;;;;;;;;;;;;;
Gerling;FALSE;Auditorium;Miscellaneous Companies;Maigret S03E01;gerling;;;;;;;;;;;;;;;;;;;;;;;;
Parkett;FALSE;Si ringraziano;Miscellaneous Companies;La grande bellezza;parkett;;;;;;;;;;;;;;;;;;;;;;;;
Meddol;FALSE;un ringraziamento particolare a;Miscellaneous Companies;La grande bellezza;meddol;;;;;;;;;;;;;;;;;;;;;;;;
TATTOOED NOW LTD;FALSE;Graphic Design;Miscellaneous Companies;Chernobyl S01E01;tattooed now ltd;;;;;;;;;;;;;;;;;;;;;;;;
Pch Media di Chiara Telarucci;FALSE;consulenza product placement;Miscellaneous Companies;La grande bellezza;pch media di chiara telarucci;;;;;;;;;;;;;;;;;;;;;;;;
Labels/Virgin France;FALSE;(P) Ici d'ailleurs;Miscellaneous Companies;Amelie;labels virgin france;;;;;;;;;;;;;;;;;;;;;;;;
MOTOWN RECORDS;FALSE;Courtesy of;Miscellaneous Companies;Se7en;motown records;;;;;;;;;;;;;;;;;;;;;;;;
VODOROD PICTURES;FALSE;Production Services in Russia provided by;Miscellaneous Companies;Chernobyl S01E01;vodorod pictures;;;;;;;;;;;;;;;;;;;;;;;;
Elektra Entertainment Group/4AD;FALSE;Courtesy of;Miscellaneous Companies;Fight Club;elektra entertainment group 4ad;;;;;;;;;;;;;;;;;;;;;;;;
L'Association des Commerçants de la Rue Lepic;FALSE;;Miscellaneous Companies;Amelie;l association des commerçants de la rue lepic;;;;;;;;;;;;;;;;;;;;;;;;
VILNIUS FILM OFFICE;FALSE;Special Thanks to;Miscellaneous Companies;Chernobyl S01E01;vilnius film office;;;;;;;;;;;;;;;;;;;;;;;;
NOTHING;FALSE;Courtesy of;Miscellaneous Companies;Se7en;nothing;;;;;;;;;;;;;;;;;;;;;;;;
Renault Italia;FALSE;si ringraziano inoltre;Miscellaneous Companies;La grande bellezza;renault italia;;;;;;;;;;;;;;;;;;;;;;;;
GALA CATERING;FALSE;Caterer;Miscellaneous Companies;Fight Club;gala catering;;;;;;;;;;;;;;;;;;;;;;;;
PANAVISION;FALSE;Lenses and Panaflex Camera by;Miscellaneous Companies;Se7en;panavision;;;;;;;;;;;;;;;;;;;;;;;;
REC;FALSE;Lampade e gelatine;Miscellaneous Companies;La grande bellezza;rec;;;;;;;;;;;;;;;;;;;;;;;;
Real Academia de Espana en Roma;FALSE;si ringraziano inoltre;Miscellaneous Companies;La grande bellezza;real academia de espana en roma;;;;;;;;;;;;;;;;;;;;;;;;
Rai - Radio Televisione Italiana;FALSE;un ringraziamento particolare a;Miscellaneous Companies;La grande bellezza;rai radio televisione italiana;;;;;;;;;;;;;;;;;;;;;;;;
Pro Loco Isola del Giglio;FALSE;si ringraziano inoltre;Miscellaneous Companies;La grande bellezza;pro loco isola del giglio;;;;;;;;;;;;;;;;;;;;;;;;
Sony ATV Publishing France;FALSE;"Sauf ""QUIMPER 94"", ""LA VALSE DES MONSTRES"" et ""LE BANQUET""";Miscellaneous Companies;Amelie;sony atv publishing france;;;;;;;;;;;;;;;;;;;;;;;;
Pompei;FALSE;Sartorie;Miscellaneous Companies;La grande bellezza;pompei;;;;;;;;;;;;;;;;;;;;;;;;
Hi-Ho Records;FALSE;Courtesy of;Miscellaneous Companies;Fight Club;hi ho records;;;;;;;;;;;;;;;;;;;;;;;;
Polo Museale della città di Roma;FALSE;;Miscellaneous Companies;La grande bellezza;polo museale della città di roma;;;;;;;;;;;;;;;;;;;;;;;;
Polizia Municipale Isola del Giglio;FALSE;si ringraziano inoltre;Miscellaneous Companies;La grande bellezza;polizia municipale isola del giglio;;;;;;;;;;;;;;;;;;;;;;;;
Polizia di Roma Capitale;FALSE;si ringraziano inoltre;Miscellaneous Companies;La grande bellezza;polizia di roma capitale;;;;;;;;;;;;;;;;;;;;;;;;
PLUG IN MUSIC;FALSE;;Miscellaneous Companies;La grande bellezza;plug in music;;;;;;;;;;;;;;;;;;;;;;;;
Pikkio;FALSE;Sartorie;Miscellaneous Companies;La grande bellezza;pikkio;;;;;;;;;;;;;;;;;;;;;;;;
Island Records, Inc.;FALSE;Courtesy of;Miscellaneous Companies;Fight Club;island records inc;;;;;;;;;;;;;;;;;;;;;;;;
Peroni;FALSE;Arredamento;Miscellaneous Companies;La grande bellezza;peroni;;;;;;;;;;;;;;;;;;;;;;;;
PHOTO IMPACT;FALSE;;Miscellaneous Companies;Se7en;photo impact;;;;;;;;;;;;;;;;;;;;;;;;
Per te by Kryzia;FALSE;Per i costumi;Miscellaneous Companies;La grande bellezza;per te by kryzia;;;;;;;;;;;;;;;;;;;;;;;;
POLYGRAM;FALSE;A division of;Miscellaneous Companies;Se7en;polygram;;;;;;;;;;;;;;;;;;;;;;;;
POLYGRAM;FALSE;A division of;Miscellaneous Companies;Se7en;polygram;;;;;;;;;;;;;;;;;;;;;;;;
MDI Margutta Digital International;FALSE;Laboratorio di sonorizzazione;Miscellaneous Companies;La grande bellezza;mdi margutta digital international;;;;;;;;;;;;;;;;;;;;;;;;
THE DOORS;FALSE;Performed by;Miscellaneous Companies;Apocalypse Now;the doors;;;;;;;;;;;;;;;;;;;;;;;;
Lobster;FALSE;;Miscellaneous Companies;Amelie;lobster;;;;;;;;;;;;;;;;;;;;;;;;
Photomaton S.A.;FALSE;Photomatons;Miscellaneous Companies;Amelie;photomaton s a;;;;;;;;;;;;;;;;;;;;;;;;
VIRGIN RECORDS AMERICA, INC.;FALSE;Courtesy of;Miscellaneous Companies;Se7en;virgin records america inc;;;;;;;;;;;;;;;;;;;;;;;;
Lorenzo Riva;FALSE;Per i costumi;Miscellaneous Companies;La grande bellezza;lorenzo riva;;;;;;;;;;;;;;;;;;;;;;;;
WARNER HOLLYWOOD STUDIOS IN HOLLYWOOD;FALSE;Studio Facilities Furnished By;Miscellaneous Companies;Se7en;warner hollywood studios in hollywood;;;;;;;;;;;;;;;;;;;;;;;;
WARNER SPECIAL PRODUCTS AND TVT RECORDS;FALSE;by arrangement with;Miscellaneous Companies;Se7en;warner special products and tvt records;;;;;;;;;;;;;;;;;;;;;;;;
Lisa Corti;FALSE;Per i costumi;Miscellaneous Companies;La grande bellezza;lisa corti;;;;;;;;;;;;;;;;;;;;;;;;
WESCAM, INC.;FALSE;Wescam Provided by;Miscellaneous Companies;Se7en;wescam inc;;;;;;;;;;;;;;;;;;;;;;;;
Leonardo Cruciano workshop srl;FALSE;Costruzioni;Miscellaneous Companies;La grande bellezza;leonardo cruciano workshop srl;;;;;;;;;;;;;;;;;;;;;;;;
Leonardo Cruciano;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza;leonardo cruciano;;;;;;;;;;;;;;;;;;;;;;;;
SCARLET LETTERS;FALSE;End Credits;Miscellaneous Companies;Fight Club;scarlet letters;;;;;;;;;;;;;;;;;;;;;;;;
Laura Novali;TRUE;per Ferretti Group;Miscellaneous Companies;La grande bellezza;laura novali;;nm15838082;Laura Novi;M;nm15838082;Laura Novi;M;;Laura Novali;X;;Laura Novali;X;;Laura Novali;X;;Laura Novali;X;;Laura Novali;X;;
BUNDESARCHIV-KOBLENZ;FALSE;Archive Sources;Miscellaneous Companies;The World At War S01E03;bundesarchiv koblenz;;;;;;;;;;;;;;;;;;;;;;;;
Lampade Artemide;FALSE;Per la scenografia;Miscellaneous Companies;La grande bellezza;lampade artemide;;;;;;;;;;;;;;;;;;;;;;;;
SKYWALKER SOUND;FALSE;Post Production Sound Services provided by;Miscellaneous Companies;Fight Club;skywalker sound;;;;;;;;;;;;;;;;;;;;;;;;
L'Academie de France a Rome;FALSE;si ringraziano inoltre;Miscellaneous Companies;La grande bellezza;l academie de france a rome;;;;;;;;;;;;;;;;;;;;;;;;
La Stampa;FALSE;Si ringraziano;Miscellaneous Companies;La grande bellezza;la stampa;;;;;;;;;;;;;;;;;;;;;;;;
la Repubblica;FALSE;Si ringraziano;Miscellaneous Companies;La grande bellezza;la repubblica;;;;;;;;;;;;;;;;;;;;;;;;
La Maison Franco Pianegonda srl;FALSE;Per i costumi;Miscellaneous Companies;La grande bellezza;la maison franco pianegonda srl;;;;;;;;;;;;;;;;;;;;;;;;
La Gazzetta dello Sport;FALSE;Si ringraziano;Miscellaneous Companies;La grande bellezza;la gazzetta dello sport;;;;;;;;;;;;;;;;;;;;;;;;
E.C.P.A. FRANCE;FALSE;Archive Sources;Miscellaneous Companies;The World At War S01E03;e c p a france;;;;;;;;;;;;;;;;;;;;;;;;
E.M.I. PATHE;FALSE;Archive Sources;Miscellaneous Companies;The World At War S01E03;e m i pathe;;;;;;;;;;;;;;;;;;;;;;;;
L’Unità;FALSE;Si ringraziano;Miscellaneous Companies;La grande bellezza;l unità;;;;;;;;;;;;;;;;;;;;;;;;
L’Europeo;FALSE;Si ringraziano;Miscellaneous Companies;La grande bellezza;l europeo;;;;;;;;;;;;;;;;;;;;;;;;
l’Espresso;FALSE;Si ringraziano;Miscellaneous Companies;La grande bellezza;l espresso;;;;;;;;;;;;;;;;;;;;;;;;
HUMPHRIES LABORATORIES;FALSE;Processing by;Miscellaneous Companies;The World At War S01E03;humphries laboratories;;;;;;;;;;;;;;;;;;;;;;;;
Pathé - Images Bank;FALSE;;Miscellaneous Companies;Amelie;pathé images bank;;;;;;;;;;;;;;;;;;;;;;;;
TECHNICOLOR;FALSE;Color by;Miscellaneous Companies;Fight Club;technicolor;;;;;;;;;;;;;;;;;;;;;;;;
RESTLESS RECORDS;FALSE;Soundtrack available on;Miscellaneous Companies;Fight Club;restless records;;;;;;;;;;;;;;;;;;;;;;;;
VIDEO IMAGE;FALSE;Seven Graphic Displays by;Miscellaneous Companies;Se7en;video image;;;;;;;;;;;;;;;;;;;;;;;;
VIDEO HAWKS;FALSE;Video Equipment by;Miscellaneous Companies;Se7en;video hawks;;;;;;;;;;;;;;;;;;;;;;;;
TVT RECORDS;FALSE;Soundtrack Album available on;Miscellaneous Companies;Se7en;tvt records;;;;;;;;;;;;;;;;;;;;;;;;
Locafete;FALSE;Cantine;Miscellaneous Companies;Amelie;locafete;;;;;;;;;;;;;;;;;;;;;;;;
Maurizio Bazar;FALSE;Sartorie;Miscellaneous Companies;La grande bellezza;maurizio bazar;;;;;;;;;;;;;;;;;;;;;;;;
THE PEOPLE OF THE PHILIPPINES;FALSE;We wish to gratefully acknowledge the cooperation of;Miscellaneous Companies;Apocalypse Now;the people of the philippines;;;;;;;;;;;;;;;;;;;;;;;;
MasterSource;FALSE;Courtesy of;Miscellaneous Companies;Fight Club;mastersource;;;;;;;;;;;;;;;;;;;;;;;;
THE RHYTHM DEVILS;FALSE;Performed With;Miscellaneous Companies;Apocalypse Now;the rhythm devils;;;;;;;;;;;;;;;;;;;;;;;;
THE VIENNA PHILHARMONIC ORCHESTRA;FALSE;;Miscellaneous Companies;Apocalypse Now;the vienna philharmonic orchestra;;;;;;;;;;;;;;;;;;;;;;;;
REEL FIGURES LTD.;FALSE;Post Production Accountancy;Miscellaneous Companies;Chernobyl S01E01;reel figures ltd;;;;;;;;;;;;;;;;;;;;;;;;
ROCK PAPER SCISSORS;FALSE;;Miscellaneous Companies;Se7en;rock paper scissors;;;;;;;;;;;;;;;;;;;;;;;;
RADIOAKTIVE FILM;FALSE;Production Services in Ukraine provided by;Miscellaneous Companies;Chernobyl S01E01;radioaktive film;;;;;;;;;;;;;;;;;;;;;;;;
RUNWAY VIDEO EDITING SERVICES;FALSE;Avid Provided by;Miscellaneous Companies;Se7en;runway video editing services;;;;;;;;;;;;;;;;;;;;;;;;
SONY MUSIC LICENSING;FALSE;by arrangement with;Miscellaneous Companies;Se7en;sony music licensing;;;;;;;;;;;;;;;;;;;;;;;;
Martino Midali srl;FALSE;Per i costumi;Miscellaneous Companies;La grande bellezza;martino midali srl;;;;;;;;;;;;;;;;;;;;;;;;
THE AMERICAN HUMANE ASSOCIATION;FALSE;Animal Action was Monitored by;Miscellaneous Companies;Se7en;the american humane association;;;;;;;;;;;;;;;;;;;;;;;;
La Préfecture de Police de Paris;FALSE;;Miscellaneous Companies;Amelie;la préfecture de police de paris;;;;;;;;;;;;;;;;;;;;;;;;
R.A.T.P.;FALSE;;Miscellaneous Companies;Amelie;r a t p;;;;;;;;;;;;;;;;;;;;;;;;
Narada Productions, Inc;FALSE;Courtesy of;Miscellaneous Companies;Fight Club;narada productions inc;;;;;;;;;;;;;;;;;;;;;;;;
NICKERSON RESEARCH;FALSE;Stock Footage;Miscellaneous Companies;Fight Club;nickerson research;;;;;;;;;;;;;;;;;;;;;;;;
ISTITUTO NAZIONALE LUCE;FALSE;SVILUPPO E STAMPA;Miscellaneous Companies;8 1-2;istituto nazionale luce;;;;;;;;;;;;;;;;;;;;;;;;
P.C.P. LABS - L.A.;FALSE;Score Recorded & Mixed at;Miscellaneous Companies;Fight Club;p c p labs l a;;;;;;;;;;;;;;;;;;;;;;;;
PANAVISION;FALSE;Filmed with;Miscellaneous Companies;Fight Club;panavision;;;;;;;;;;;;;;;;;;;;;;;;
Magic Rent;FALSE;Trasporti;Miscellaneous Companies;La grande bellezza;magic rent;;;;;;;;;;;;;;;;;;;;;;;;
Maggiore Rent;FALSE;Auto di scena;Miscellaneous Companies;La grande bellezza;maggiore rent;;;;;;;;;;;;;;;;;;;;;;;;
Magazzini Ruffi;FALSE;Arredamento;Miscellaneous Companies;La grande bellezza;magazzini ruffi;;;;;;;;;;;;;;;;;;;;;;;;
Luxottica;FALSE;Per i costumi;Miscellaneous Companies;La grande bellezza;luxottica;;;;;;;;;;;;;;;;;;;;;;;;
Presse Sport;FALSE;;Miscellaneous Companies;Amelie;presse sport;;;;;;;;;;;;;;;;;;;;;;;;
Luxor;FALSE;Materiale Elettricisti Macchinisti;Miscellaneous Companies;La grande bellezza;luxor;;;;;;;;;;;;;;;;;;;;;;;;
TVT;FALSE;Courtesy of;Miscellaneous Companies;Se7en;tvt;;;;;;;;;;;;;;;;;;;;;;;;
TVT RECORDS;FALSE;Courtesy of;Miscellaneous Companies;Se7en;tvt records;;;;;;;;;;;;;;;;;;;;;;;;
THE DECCA RECORD COMPANY LTD.;FALSE;Courtesy of;Miscellaneous Companies;Se7en;the decca record company ltd;;;;;;;;;;;;;;;;;;;;;;;;
Germain Location;FALSE;Véhicules d'époque;Miscellaneous Companies;Maigret S03E01;germain location;;;;;;;;;;;;;;;;;;;;;;;;
SIGNET SOUND STUDIOS;FALSE;music recorded and mixed at;Miscellaneous Companies;Eternal Sunshine of the Spotless Mind;signet sound studios;;;;;;;;;;;;;;;;;;;;;;;;
STERIS IBERIA;FALSE;Alquiler Mobiliario y Ambientación;Miscellaneous Companies;El desorden que dejas S01E03;steris iberia;;;;;;;;;;;;;;;;;;;;;;;;
BIRKENSTOCK;FALSE;the producers wish to thank;Miscellaneous Companies;Eternal Sunshine of the Spotless Mind;birkenstock;;;;;;;;;;;;;;;;;;;;;;;;
BLUE PLATE;FALSE;the producers wish to thank;Miscellaneous Companies;Eternal Sunshine of the Spotless Mind;blue plate;;;;;;;;;;;;;;;;;;;;;;;;
RCS Libri S.p.A. - Bompiani;FALSE;;Miscellaneous Companies;Romanzo criminale S01E01;rcs libri s p a bompiani;;;;;;;;;;;;;;;;;;;;;;;;
RED BEE MEDIA;FALSE;Sigla realizzata da;Miscellaneous Companies;Romanzo criminale S01E01;red bee media;;;;;;;;;;;;;;;;;;;;;;;;
Concello de Sober;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;concello de sober;;;;;;;;;;;;;;;;;;;;;;;;
Redwood National & State Parks;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10;redwood national state parks;;;;;;;;;;;;;;;;;;;;;;;;
Red Bee Media Ltd.;FALSE;;Miscellaneous Companies;Romanzo criminale S01E01;red bee media ltd;;;;;;;;;;;;;;;;;;;;;;;;
GUILD MUSIC (BMI);FALSE;C/O ORIGINAL SOUND ENTERTAINMENT;Miscellaneous Companies;Apocalypse Now;guild music bmi;;;;;;;;;;;;;;;;;;;;;;;;
QuickBird;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10;quickbird;;;;;;;;;;;;;;;;;;;;;;;;
Confederación Hidrográfica Miño-Sil;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;confederación hidrográfica miño sil;;;;;;;;;;;;;;;;;;;;;;;;
Consellería de Educación, Universidade e Formación Profesional;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;consellería de educación universidade e formación profesional;;;;;;;;;;;;;;;;;;;;;;;;
Consellería de Medioambiente, Territorio e Vivenda;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;consellería de medioambiente territorio e vivenda;;;;;;;;;;;;;;;;;;;;;;;;
Merc;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;merc;;;;;;;;;;;;;;;;;;;;;;;;
Office National des Forets;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10;office national des forets;;;;;;;;;;;;;;;;;;;;;;;;
Consellería de Política Social;FALSE;;Miscellaneous Companies;El desorden que dejas S01E03;consellería de política social;;;;;;;;;;;;;;;;;;;;;;;;
